,Date and Time,O'Connell St Outside Clerys,Grafton St at Card Gallery,O'Connell Street at Easons,Henry Street at Butlers,Grafton Street at Korkys
4111,2008-06-26 07:00:00,1298,1088,1882,591,1156
4112,2008-06-26 08:00:00,2130,2888,3128,3461,1756
4113,2008-06-26 09:00:00,1850,2170,3183,4214,2374
4114,2008-06-26 10:00:00,1894,2425,3533,5255,3791
4115,2008-06-26 11:00:00,2375,4231,4558,7382,4845
4116,2008-06-26 12:00:00,3538,6274,8510,11066,5357
4117,2008-06-26 13:00:00,4393,9640,13816,10117,6074
4118,2008-06-26 14:00:00,4414,6898,8646,7637,5685
4119,2008-06-26 15:00:00,4915,6769,5927,6406,6562
4120,2008-06-26 16:00:00,4397,7531,4519,7529,9703
4121,2008-06-26 17:00:00,4836,9212,4262,8185,10017
4122,2008-06-26 18:00:00,4855,9003,7864,6639,5895
4123,2008-06-26 19:00:00,2519,5579,5887,3956,3534
4124,2008-06-26 20:00:00,1859,3494,3962,2101,2462
4125,2008-06-26 21:00:00,1578,2023,2553,1213,1241
4126,2008-06-26 22:00:00,1500,1983,1370,256,636
4127,2008-06-26 23:00:00,986,2050,1029,13,337
4128,2008-06-27 00:00:00,674,1346,583,7,181
4129,2008-06-27 01:00:00,335,486,236,3,79
4130,2008-06-27 02:00:00,216,454,171,44,53
4131,2008-06-27 03:00:00,175,263,223,108,79
4132,2008-06-27 04:00:00,78,200,159,81,120
4133,2008-06-27 05:00:00,90,253,273,136,226
4134,2008-06-27 06:00:00,522,621,784,299,548
4135,2008-06-27 07:00:00,1148,1314,1895,455,905
4136,2008-06-27 08:00:00,1863,2433,3759,3484,1812
4137,2008-06-27 09:00:00,1799,2818,3245,4017,2558
4138,2008-06-27 10:00:00,2299,3711,3534,3773,3530
4139,2008-06-27 11:00:00,2584,4707,5039,4752,4697
4140,2008-06-27 12:00:00,3667,7122,9018,6161,6139
4141,2008-06-27 13:00:00,4675,10491,12790,6983,7612
4142,2008-06-27 14:00:00,5168,9488,8540,5711,6715
4143,2008-06-27 15:00:00,5051,8847,7315,6752,7112
4144,2008-06-27 16:00:00,6377,8639,7376,7684,7664
4145,2008-06-27 17:00:00,5830,9826,10378,7696,7513
4146,2008-06-27 18:00:00,5142,7104,7749,5674,5196
4147,2008-06-27 19:00:00,2478,4086,3374,3191,2622
4148,2008-06-27 20:00:00,1887,2445,2104,1793,1346
4149,2008-06-27 21:00:00,1521,1878,1638,1114,986
4150,2008-06-27 22:00:00,1681,3108,1166,311,553
4151,2008-06-27 23:00:00,1645,3257,893,31,391
4152,2008-06-28 00:00:00,820,2213,769,25,300
4153,2008-06-28 01:00:00,583,1680,555,12,215
4154,2008-06-28 02:00:00,455,1153,661,48,136
4155,2008-06-28 03:00:00,442,1371,1004,260,163
4156,2008-06-28 04:00:00,188,874,295,268,84
4157,2008-06-28 05:00:00,61,186,155,86,147
4158,2008-06-28 06:00:00,344,396,347,133,266
4159,2008-06-28 07:00:00,746,713,462,465,379
4160,2008-06-28 08:00:00,1022,1167,766,843,1115
4161,2008-06-28 09:00:00,1403,1605,1576,1381,2274
4162,2008-06-28 10:00:00,2170,3253,3777,2734,4245
4163,2008-06-28 11:00:00,2836,5161,7563,4679,6085
4164,2008-06-28 12:00:00,3328,6479,9877,5417,8356
4165,2008-06-28 13:00:00,3792,7342,11941,7298,9757
4166,2008-06-28 14:00:00,4587,8448,12554,7864,10799
4167,2008-06-28 15:00:00,4317,10054,10820,8427,10658
4168,2008-06-28 16:00:00,3455,10548,8589,7139,10083
4169,2008-06-28 17:00:00,3410,9338,8382,6843,8091
4170,2008-06-28 18:00:00,3362,6045,6526,5942,5143
4171,2008-06-28 19:00:00,2732,2884,3387,3074,2306
4172,2008-06-28 20:00:00,1978,1883,2619,1613,1156
4173,2008-06-28 21:00:00,1456,1437,2052,1080,874
4174,2008-06-28 22:00:00,1592,2462,1741,254,512
4175,2008-06-28 23:00:00,1912,2427,1486,28,360
4176,2008-06-29 00:00:00,946,1913,1271,16,274
4177,2008-06-29 01:00:00,904,1362,1154,24,172
4178,2008-06-29 02:00:00,1021,1160,1150,33,141
4179,2008-06-29 03:00:00,770,1962,1381,272,186
4180,2008-06-29 04:00:00,267,988,1160,337,71
4181,2008-06-29 05:00:00,49,180,402,58,95
4182,2008-06-29 06:00:00,101,231,254,135,121
4183,2008-06-29 07:00:00,155,263,308,113,191
4184,2008-06-29 08:00:00,243,319,425,167,342
4185,2008-06-29 09:00:00,580,578,695,466,837
4186,2008-06-29 10:00:00,983,925,1376,1068,1571
4187,2008-06-29 11:00:00,1547,2186,2952,2115,2493
4188,2008-06-29 12:00:00,1937,4730,4670,2858,3805
4189,2008-06-29 13:00:00,2476,6430,5448,3786,5091
4190,2008-06-29 14:00:00,2534,8120,5256,4312,6070
4191,2008-06-29 15:00:00,2697,9311,5865,5036,6187
4192,2008-06-29 16:00:00,2681,8674,5259,4558,5845
4193,2008-06-29 17:00:00,3877,6750,5020,5417,6066
4194,2008-06-29 18:00:00,3399,3606,3760,2948,3309
4195,2008-06-29 19:00:00,1706,1886,2056,1933,1335
4196,2008-06-29 20:00:00,1148,1194,1163,1012,801
4197,2008-06-29 21:00:00,881,721,801,716,649
4198,2008-06-29 22:00:00,1438,1705,613,164,367
4199,2008-06-29 23:00:00,1177,2293,509,22,269
4200,2008-06-30 00:00:00,475,1132,376,10,180
4201,2008-06-30 01:00:00,193,543,274,3,113
4202,2008-06-30 02:00:00,150,125,181,6,94
4203,2008-06-30 03:00:00,104,87,111,58,145
4204,2008-06-30 04:00:00,52,132,85,60,46
4205,2008-06-30 05:00:00,135,247,246,130,243
4206,2008-06-30 06:00:00,521,600,850,289,661
4207,2008-06-30 07:00:00,1083,1327,1721,605,1035
4208,2008-06-30 08:00:00,2048,2312,3905,2095,1277
4209,2008-06-30 09:00:00,1901,1594,2798,2152,2154
4210,2008-06-30 10:00:00,2249,2217,3106,2855,3375
4211,2008-06-30 11:00:00,2580,3992,4631,4817,4854
4212,2008-06-30 12:00:00,3531,7068,7264,6015,6284
4213,2008-06-30 13:00:00,4305,9907,10961,7583,8098
4214,2008-06-30 14:00:00,3686,7845,8723,6379,7173
4215,2008-06-30 15:00:00,3695,7895,8891,6532,7610
4216,2008-06-30 16:00:00,4176,7212,8712,7561,7379
4217,2008-06-30 17:00:00,3904,8652,10401,7623,7142
4218,2008-06-30 18:00:00,2886,5700,6843,4535,4760
4219,2008-06-30 19:00:00,1871,2492,3087,2147,1637
4220,2008-06-30 20:00:00,1346,1630,2200,1431,1031
4221,2008-06-30 21:00:00,1073,1274,1440,839,645
4222,2008-06-30 22:00:00,986,1572,1013,181,516
4223,2008-06-30 23:00:00,867,1409,626,5,239
4224,2008-07-01 00:00:00,413,1215,269,3,92
4225,2008-07-01 01:00:00,137,213,77,0,59
4226,2008-07-01 02:00:00,110,272,115,1,60
4227,2008-07-01 03:00:00,123,156,131,40,173
4228,2008-07-01 04:00:00,47,104,84,49,57
4229,2008-07-01 05:00:00,152,204,224,121,352
4230,2008-07-01 06:00:00,483,704,783,299,446
4231,2008-07-01 07:00:00,1112,1383,1436,721,1133
4232,2008-07-01 08:00:00,2523,3026,3215,1963,1746
4233,2008-07-01 09:00:00,2173,2878,2495,2068,2519
4234,2008-07-01 10:00:00,2442,2588,2908,2769,3929
4235,2008-07-01 11:00:00,2799,3532,3966,4106,4818
4236,2008-07-01 12:00:00,3176,5769,6651,5209,6278
4237,2008-07-01 13:00:00,4088,9741,8981,7443,7147
4238,2008-07-01 14:00:00,3545,7670,7310,6327,6295
4239,2008-07-01 15:00:00,4782,7624,7461,6984,7228
4240,2008-07-01 16:00:00,4274,6850,7808,7598,6927
4241,2008-07-01 17:00:00,4217,8678,8657,7779,6439
4242,2008-07-01 18:00:00,3264,6776,6768,5191,4493
4243,2008-07-01 19:00:00,2149,3014,3027,2680,1782
4244,2008-07-01 20:00:00,1592,1677,1954,1232,940
4245,2008-07-01 21:00:00,1208,1076,1418,831,781
4246,2008-07-01 22:00:00,1066,1515,1202,158,458
4247,2008-07-01 23:00:00,820,1019,685,11,321
4248,2008-07-02 00:00:00,365,546,352,2,106
4249,2008-07-02 01:00:00,153,248,135,0,73
4250,2008-07-02 02:00:00,153,127,142,2,112
4251,2008-07-02 03:00:00,54,128,182,70,77
4252,2008-07-02 04:00:00,83,166,106,81,120
4253,2008-07-02 05:00:00,111,217,273,108,275
4254,2008-07-02 06:00:00,582,718,842,299,582
4255,2008-07-02 07:00:00,1027,1315,1681,764,1203
4256,2008-07-02 08:00:00,1995,1128,3682,3525,2320
4257,2008-07-02 09:00:00,1800,1200,3180,2624,2951
4258,2008-07-02 10:00:00,2066,2646,3139,3171,3601
4259,2008-07-02 11:00:00,2570,3572,4164,4909,4527
4260,2008-07-02 12:00:00,3316,6428,6159,5558,5295
4261,2008-07-02 13:00:00,4396,10032,8746,7254,6319
4262,2008-07-02 14:00:00,4969,9588,6403,4614,5633
4263,2008-07-02 15:00:00,5330,7889,6048,5775,5934
4264,2008-07-02 16:00:00,5996,7795,6623,6414,6526
4265,2008-07-02 17:00:00,5910,9678,9270,7539,7156
4266,2008-07-02 18:00:00,5584,7099,6910,5213,4815
4267,2008-07-02 19:00:00,2119,3549,3235,2430,1889
4268,2008-07-02 20:00:00,1434,1810,2142,1346,1110
4269,2008-07-02 21:00:00,1168,1320,1551,915,820
4270,2008-07-02 22:00:00,1106,2216,1110,312,507
4271,2008-07-02 23:00:00,1047,1615,924,17,310
4272,2008-07-03 00:00:00,451,1065,706,4,118
4273,2008-07-03 01:00:00,185,792,299,2,64
4274,2008-07-03 02:00:00,120,177,195,26,71
4275,2008-07-03 03:00:00,140,350,295,94,91
4276,2008-07-03 04:00:00,39,150,205,80,114
4277,2008-07-03 05:00:00,98,289,349,125,222
4278,2008-07-03 06:00:00,441,599,886,253,530
4279,2008-07-03 07:00:00,1098,1459,1845,730,996
4280,2008-07-03 08:00:00,2163,2554,3248,2403,1760
4281,2008-07-03 09:00:00,1907,1723,3092,2167,2270
4282,2008-07-03 10:00:00,2251,2305,3335,3115,3812
4283,2008-07-03 11:00:00,3002,3062,4247,4289,4680
4284,2008-07-03 12:00:00,3626,5446,8158,5236,5038
4285,2008-07-03 13:00:00,4965,8671,13325,7877,5692
4286,2008-07-03 14:00:00,4497,6696,8166,7348,5322
4287,2008-07-03 15:00:00,4355,6741,5433,7929,6286
4288,2008-07-03 16:00:00,4787,7689,4431,7871,9279
4289,2008-07-03 17:00:00,5176,9489,4456,8744,9523
4290,2008-07-03 18:00:00,4330,8558,7508,7359,5623
4291,2008-07-03 19:00:00,3139,5828,5586,3910,3353
4292,2008-07-03 20:00:00,2018,3238,3830,2107,2353
4293,2008-07-03 21:00:00,1482,1763,2482,1159,1163
4294,2008-07-03 22:00:00,1427,2377,1347,300,599
4295,2008-07-03 23:00:00,1071,1794,1017,15,329
4296,2008-07-04 00:00:00,583,1162,652,5,182
4297,2008-07-04 01:00:00,319,644,264,3,79
4298,2008-07-04 02:00:00,205,409,190,36,53
4299,2008-07-04 03:00:00,177,383,248,103,79
4300,2008-07-04 04:00:00,127,220,177,125,120
4301,2008-07-04 05:00:00,133,293,304,155,227
4302,2008-07-04 06:00:00,560,638,872,337,550
4303,2008-07-04 07:00:00,1285,1347,2109,818,909
4304,2008-07-04 08:00:00,2177,3028,4181,2128,1821
4305,2008-07-04 09:00:00,2538,2878,3612,2879,2575
4306,2008-07-04 10:00:00,2915,2840,3937,3372,3551
4307,2008-07-04 11:00:00,3736,4307,5617,5065,4722
4308,2008-07-04 12:00:00,4217,6938,10049,6196,6175
4309,2008-07-04 13:00:00,4092,10064,14251,7204,7654
4310,2008-07-04 14:00:00,3897,9238,9526,6486,6755
4311,2008-07-04 15:00:00,4070,8737,8157,7542,7151
4312,2008-07-04 16:00:00,4155,9205,8213,8181,7712
4313,2008-07-04 17:00:00,4584,10157,11554,8295,7565
4314,2008-07-04 18:00:00,3824,7401,8627,6123,5227
4315,2008-07-04 19:00:00,2404,4201,3760,3548,2638
4316,2008-07-04 20:00:00,2020,2712,2345,2296,1353
4317,2008-07-04 21:00:00,1729,2011,1824,1442,991
4318,2008-07-04 22:00:00,1834,3426,1297,320,556
4319,2008-07-04 23:00:00,1791,3059,993,23,394
4320,2008-07-05 00:00:00,998,2395,837,11,327
4321,2008-07-05 01:00:00,609,1797,604,10,234
4322,2008-07-05 02:00:00,436,1500,719,15,148
4323,2008-07-05 03:00:00,525,2605,1093,301,178
4324,2008-07-05 04:00:00,140,996,321,372,90
4325,2008-07-05 05:00:00,69,175,168,115,160
4326,2008-07-05 06:00:00,205,385,377,180,292
4327,2008-07-05 07:00:00,470,518,503,334,413
4328,2008-07-05 08:00:00,738,830,835,734,1221
4329,2008-07-05 09:00:00,1424,1739,1718,1463,2492
4330,2008-07-05 10:00:00,2364,3249,4110,2971,4645
4331,2008-07-05 11:00:00,2804,5926,8225,5124,6653
4332,2008-07-05 12:00:00,3569,7749,10758,6920,9135
4333,2008-07-05 13:00:00,3865,9497,13013,7694,10676
4334,2008-07-05 14:00:00,4227,11071,13677,8765,11812
4335,2008-07-05 15:00:00,5064,11443,11777,9084,11655
4336,2008-07-05 16:00:00,4188,11061,9340,8866,11023
4337,2008-07-05 17:00:00,3985,10153,9128,8297,8849
4338,2008-07-05 18:00:00,3445,6884,7106,5772,5626
4339,2008-07-05 19:00:00,2645,3285,3693,3069,2524
4340,2008-07-05 20:00:00,2021,2153,2851,2028,1265
4341,2008-07-05 21:00:00,1589,2133,2235,1355,958
4342,2008-07-05 22:00:00,1942,3550,1898,182,561
4343,2008-07-05 23:00:00,1872,3308,1619,26,395
4344,2008-07-06 00:00:00,1044,2474,1664,21,342
4345,2008-07-06 01:00:00,644,1531,1511,17,214
4346,2008-07-06 02:00:00,525,1504,1507,20,175
4347,2008-07-06 03:00:00,710,2481,1810,387,232
4348,2008-07-06 04:00:00,272,1186,1515,499,89
4349,2008-07-06 05:00:00,75,168,524,76,118
4350,2008-07-06 06:00:00,111,172,331,117,151
4351,2008-07-06 07:00:00,179,226,403,146,239
4352,2008-07-06 08:00:00,301,366,555,222,428
4353,2008-07-06 09:00:00,637,656,910,490,1044
4354,2008-07-06 10:00:00,1040,1547,1803,1906,1959
4355,2008-07-06 11:00:00,1800,2881,3870,2686,3105
4356,2008-07-06 12:00:00,3035,4492,6121,4262,4745
4357,2008-07-06 13:00:00,4140,7277,7135,4707,6350
4358,2008-07-06 14:00:00,4109,9922,6881,3581,7567
4359,2008-07-06 15:00:00,2991,10157,7676,5584,7710
4360,2008-07-06 16:00:00,8244,8616,6882,6955,7283
4361,2008-07-06 17:00:00,5786,8713,6568,5237,7561
4362,2008-07-06 18:00:00,3288,4748,4922,4147,4125
4363,2008-07-06 19:00:00,2178,2252,2690,2327,1664
4364,2008-07-06 20:00:00,1393,1112,1523,1080,998
4365,2008-07-06 21:00:00,993,939,1049,813,810
4366,2008-07-06 22:00:00,1728,1838,802,454,459
4367,2008-07-06 23:00:00,1285,1297,667,22,336
4368,2008-07-07 00:00:00,964,930,440,13,161
4369,2008-07-07 01:00:00,315,485,246,8,76
4370,2008-07-07 02:00:00,154,195,203,4,100
4371,2008-07-07 03:00:00,121,176,68,94,123
4372,2008-07-07 04:00:00,118,167,153,108,101
4373,2008-07-07 05:00:00,111,208,253,117,282
4374,2008-07-07 06:00:00,514,529,710,344,524
4375,2008-07-07 07:00:00,1032,1005,1538,697,668
4376,2008-07-07 08:00:00,2014,2349,2652,2545,1423
4377,2008-07-07 09:00:00,1893,2514,2416,2670,1756
4378,2008-07-07 10:00:00,2412,2983,2704,3014,3187
4379,2008-07-07 11:00:00,2936,3858,4615,4053,4576
4380,2008-07-07 12:00:00,3351,6146,6783,5630,6242
4381,2008-07-07 13:00:00,4939,10212,10437,7036,7094
4382,2008-07-07 14:00:00,4178,8355,8125,6419,6664
4383,2008-07-07 15:00:00,4038,7686,7321,6662,7296
4384,2008-07-07 16:00:00,3806,7107,7871,8048,6083
4385,2008-07-07 17:00:00,3789,8808,8308,7924,7242
4386,2008-07-07 18:00:00,3272,5940,6551,5222,4892
4387,2008-07-07 19:00:00,1917,2834,2912,2442,1734
4388,2008-07-07 20:00:00,1386,1516,1908,1250,990
4389,2008-07-07 21:00:00,1002,1247,1394,790,733
4390,2008-07-07 22:00:00,1138,1606,1012,92,335
4391,2008-07-07 23:00:00,792,945,499,18,202
4392,2008-07-08 00:00:00,390,491,313,5,108
4393,2008-07-08 01:00:00,138,204,126,3,76
4394,2008-07-08 02:00:00,101,164,117,2,55
4395,2008-07-08 03:00:00,141,175,157,47,139
4396,2008-07-08 04:00:00,53,142,80,104,96
4397,2008-07-08 05:00:00,99,239,276,85,305
4398,2008-07-08 06:00:00,477,544,921,333,553
4399,2008-07-08 07:00:00,1102,1333,1775,722,1175
4400,2008-07-08 08:00:00,2012,2654,3258,1660,1973
4401,2008-07-08 09:00:00,1773,2331,3021,1784,2311
4402,2008-07-08 10:00:00,2757,2190,3091,2922,3834
4403,2008-07-08 11:00:00,2708,3134,4030,3627,4925
4404,2008-07-08 12:00:00,4038,5467,6943,5683,6158
4405,2008-07-08 13:00:00,4398,8488,11228,6935,7227
4406,2008-07-08 14:00:00,3785,7456,8206,6838,6470
4407,2008-07-08 15:00:00,3496,7676,7718,6893,7230
4408,2008-07-08 16:00:00,3418,7775,8057,7580,7372
4409,2008-07-08 17:00:00,4060,8887,9849,7904,7379
4410,2008-07-08 18:00:00,2897,6694,7316,5613,4596
4411,2008-07-08 19:00:00,1878,3121,3076,2430,1772
4412,2008-07-08 20:00:00,1504,1763,1979,1464,1026
4413,2008-07-08 21:00:00,1121,1334,1540,996,724
4414,2008-07-08 22:00:00,1168,1780,1108,266,475
4415,2008-07-08 23:00:00,857,1327,717,18,303
4416,2008-07-09 00:00:00,408,870,384,7,112
4417,2008-07-09 01:00:00,188,280,147,2,79
4418,2008-07-09 02:00:00,124,137,154,27,122
4419,2008-07-09 03:00:00,96,128,196,89,83
4420,2008-07-09 04:00:00,27,149,112,50,128
4421,2008-07-09 05:00:00,79,260,294,76,290
4422,2008-07-09 06:00:00,493,593,902,293,624
4423,2008-07-09 07:00:00,1158,1230,1808,795,1276
4424,2008-07-09 08:00:00,2143,1015,3965,2765,2420
4425,2008-07-09 09:00:00,1888,2583,3423,2997,3071
4426,2008-07-09 10:00:00,2350,2742,3387,2859,3763
4427,2008-07-09 11:00:00,3214,4057,4493,4654,4758
4428,2008-07-09 12:00:00,3580,6325,6578,5708,5588
4429,2008-07-09 13:00:00,4003,9342,9234,7414,6606
4430,2008-07-09 14:00:00,4156,8225,6842,7271,5919
4431,2008-07-09 15:00:00,4140,7678,6550,7321,6259
4432,2008-07-09 16:00:00,4609,8035,7218,7836,6869
4433,2008-07-09 17:00:00,5137,9104,10079,8538,7484
4434,2008-07-09 18:00:00,3763,6108,7446,6356,5054
4435,2008-07-09 19:00:00,2378,2993,3478,2382,1978
4436,2008-07-09 20:00:00,1704,2107,2315,1647,1167
4437,2008-07-09 21:00:00,1240,1385,1681,1038,872
4438,2008-07-09 22:00:00,1538,1945,1203,265,536
4439,2008-07-09 23:00:00,1079,1517,1005,11,329
4440,2008-07-10 00:00:00,425,876,630,2,190
4441,2008-07-10 01:00:00,195,463,381,1,83
4442,2008-07-10 02:00:00,125,187,227,19,45
4443,2008-07-10 03:00:00,136,322,238,61,97
4444,2008-07-10 04:00:00,44,128,224,59,119
4445,2008-07-10 05:00:00,121,214,234,88,270
4446,2008-07-10 06:00:00,479,584,875,326,497
4447,2008-07-10 07:00:00,1292,1403,1676,896,602
4448,2008-07-10 08:00:00,3070,3076,3383,2788,1106
4449,2008-07-10 09:00:00,2684,2528,2476,2802,2271
4450,2008-07-10 10:00:00,2347,2091,3145,3011,3381
4451,2008-07-10 11:00:00,3067,4004,4534,4187,4324
4452,2008-07-10 12:00:00,3459,5680,6868,5343,5508
4453,2008-07-10 13:00:00,3566,7989,8207,6545,6372
4454,2008-07-10 14:00:00,3271,8018,7441,6311,6831
4455,2008-07-10 15:00:00,3908,7564,7714,7061,7351
4456,2008-07-10 16:00:00,5028,8004,9131,8858,8166
4457,2008-07-10 17:00:00,5308,9575,10525,9097,8807
4458,2008-07-10 18:00:00,4305,9785,9472,8124,7530
4459,2008-07-10 19:00:00,2884,7009,7013,4965,4873
4460,2008-07-10 20:00:00,2344,4133,4515,2998,3116
4461,2008-07-10 21:00:00,1504,2347,2550,1448,1355
4462,2008-07-10 22:00:00,1510,2697,1374,243,553
4463,2008-07-10 23:00:00,1103,1645,758,14,341
4464,2008-07-11 00:00:00,544,1099,622,8,190
4465,2008-07-11 01:00:00,267,523,252,4,82
4466,2008-07-11 02:00:00,180,378,182,4,56
4467,2008-07-11 03:00:00,169,364,237,91,82
4468,2008-07-11 04:00:00,88,271,168,104,125
4469,2008-07-11 05:00:00,197,232,290,133,238
4470,2008-07-11 06:00:00,532,600,835,295,575
4471,2008-07-11 07:00:00,1257,1209,2018,433,951
4472,2008-07-11 08:00:00,1959,2559,4002,3353,1906
4473,2008-07-11 09:00:00,1988,1983,3456,3034,2697
4474,2008-07-11 10:00:00,2139,3014,3766,4873,3719
4475,2008-07-11 11:00:00,2240,4932,5370,5661,4944
4476,2008-07-11 12:00:00,3643,6976,9612,7341,6467
4477,2008-07-11 13:00:00,5699,10824,13632,8214,8014
4478,2008-07-11 14:00:00,5040,10632,9107,6115,7074
4479,2008-07-11 15:00:00,4066,10162,7798,7836,7489
4480,2008-07-11 16:00:00,4166,9614,7857,8205,8071
4481,2008-07-11 17:00:00,4477,10467,11055,8714,7915
4482,2008-07-11 18:00:00,3269,7167,8256,5542,5471
4483,2008-07-11 19:00:00,2298,3600,3596,2702,2761
4484,2008-07-11 20:00:00,1957,2194,2243,1664,1416
4485,2008-07-11 21:00:00,1520,1704,1746,1174,1037
4486,2008-07-11 22:00:00,2155,2573,1241,116,582
4487,2008-07-11 23:00:00,1084,2131,951,9,412
4488,2008-07-12 00:00:00,537,1185,780,2,305
4489,2008-07-12 01:00:00,521,1078,562,10,218
4490,2008-07-12 02:00:00,355,906,669,4,138
4491,2008-07-12 03:00:00,321,1104,1017,80,166
4492,2008-07-12 04:00:00,124,414,298,140,85
4493,2008-07-12 05:00:00,68,205,156,76,149
4494,2008-07-12 06:00:00,299,490,350,207,272
4495,2008-07-12 07:00:00,542,556,468,441,386
4496,2008-07-12 08:00:00,886,916,776,984,1139
4497,2008-07-12 09:00:00,1400,1383,1598,1586,2325
4498,2008-07-12 10:00:00,2537,3055,3828,2875,4335
4499,2008-07-12 11:00:00,2613,5919,7663,5270,6208
4500,2008-07-12 12:00:00,3472,8946,10015,7154,8526
4501,2008-07-12 13:00:00,4468,9823,12111,6973,9960
4502,2008-07-12 14:00:00,5492,11620,12731,6490,11021
4503,2008-07-12 15:00:00,4503,12490,10967,9131,10873
4504,2008-07-12 16:00:00,3866,10646,8702,9057,10285
4505,2008-07-12 17:00:00,4304,8963,8499,7981,8256
4506,2008-07-12 18:00:00,3455,5512,6617,5326,5248
4507,2008-07-12 19:00:00,2175,2657,3437,2658,2352
4508,2008-07-12 20:00:00,2055,1341,2655,1166,1178
4509,2008-07-12 21:00:00,1362,1462,2081,632,891
4510,2008-07-12 22:00:00,1543,2182,1766,74,522
4511,2008-07-12 23:00:00,1437,2006,1507,55,367
4512,2008-07-13 00:00:00,855,1566,1554,22,319
4513,2008-07-13 01:00:00,670,1236,1410,24,200
4514,2008-07-13 02:00:00,480,1078,1406,34,164
4515,2008-07-13 03:00:00,440,1548,1689,174,217
4516,2008-07-13 04:00:00,137,1357,1417,400,82
4517,2008-07-13 05:00:00,77,201,490,102,111
4518,2008-07-13 06:00:00,137,220,309,103,141
4519,2008-07-13 07:00:00,188,283,376,123,223
4520,2008-07-13 08:00:00,323,323,519,324,400
4521,2008-07-13 09:00:00,792,737,849,549,974
4522,2008-07-13 10:00:00,1427,1631,1683,1451,1828
4523,2008-07-13 11:00:00,2145,3025,3610,2583,2902
4524,2008-07-13 12:00:00,2134,5281,5713,3593,4438
4525,2008-07-13 13:00:00,2755,7140,6664,4893,5941
4526,2008-07-13 14:00:00,3084,8643,6428,5282,7079
4527,2008-07-13 15:00:00,3792,8739,7172,5605,7213
4528,2008-07-13 16:00:00,3881,8123,6432,5787,6814
4529,2008-07-13 17:00:00,4827,7223,6139,4890,7067
4530,2008-07-13 18:00:00,5120,4655,4598,4141,3858
4531,2008-07-13 19:00:00,2119,2383,2513,2152,1558
4532,2008-07-13 20:00:00,1650,1468,1422,1422,934
4533,2008-07-13 21:00:00,1314,1073,979,934,758
4534,2008-07-13 22:00:00,1186,1211,750,240,429
4535,2008-07-13 23:00:00,946,1105,622,46,315
4536,2008-07-14 00:00:00,386,681,319,17,169
4537,2008-07-14 01:00:00,205,363,266,15,78
4538,2008-07-14 02:00:00,193,178,166,12,209
4539,2008-07-14 03:00:00,200,89,139,61,169
4540,2008-07-14 04:00:00,73,154,161,115,134
4541,2008-07-14 05:00:00,143,220,249,116,228
4542,2008-07-14 06:00:00,472,726,879,351,578
4543,2008-07-14 07:00:00,1033,934,1235,704,1839
4544,2008-07-14 08:00:00,2285,2176,2896,2183,2481
4545,2008-07-14 09:00:00,1841,2742,3240,2516,1723
4546,2008-07-14 10:00:00,2056,2047,3616,2606,3984
4547,2008-07-14 11:00:00,2526,3644,4851,4154,5145
4548,2008-07-14 12:00:00,3331,6215,7103,6016,6013
4549,2008-07-14 13:00:00,4070,8514,10026,7380,7523
4550,2008-07-14 14:00:00,3810,7281,6972,7911,7139
4551,2008-07-14 15:00:00,3813,7294,6580,7449,7260
4552,2008-07-14 16:00:00,3720,8035,7789,7886,7586
4553,2008-07-14 17:00:00,4532,8633,9997,8074,6778
4554,2008-07-14 18:00:00,3134,6241,7135,6270,4461
4555,2008-07-14 19:00:00,1822,2648,3177,2623,1959
4556,2008-07-14 20:00:00,1483,1650,1893,1666,1139
4557,2008-07-14 21:00:00,1043,1179,1429,933,693
4558,2008-07-14 22:00:00,1147,1593,1125,238,384
4559,2008-07-14 23:00:00,893,1157,520,31,258
4560,2008-07-15 00:00:00,332,570,224,17,111
4561,2008-07-15 01:00:00,138,234,89,6,60
4562,2008-07-15 02:00:00,92,95,147,25,50
4563,2008-07-15 03:00:00,123,171,128,64,67
4564,2008-07-15 04:00:00,29,171,85,60,155
4565,2008-07-15 05:00:00,107,238,207,84,248
4566,2008-07-15 06:00:00,408,560,838,324,517
4567,2008-07-15 07:00:00,984,1501,1605,730,1028
4568,2008-07-15 08:00:00,2075,3167,3220,1861,1726
4569,2008-07-15 09:00:00,1711,2634,2834,2087,1875
4570,2008-07-15 10:00:00,1809,2655,3143,4369,3241
4571,2008-07-15 11:00:00,2333,3811,4641,5302,4652
4572,2008-07-15 12:00:00,3404,6249,6749,5827,4986
4573,2008-07-15 13:00:00,5027,10131,10851,7098,5653
4574,2008-07-15 14:00:00,5102,8970,8857,6886,5477
4575,2008-07-15 15:00:00,4305,8717,8603,7624,6541
4576,2008-07-15 16:00:00,3809,8742,8551,7854,6645
4577,2008-07-15 17:00:00,8013,9058,9408,8562,9570
4578,2008-07-15 18:00:00,6141,6772,7115,5591,5337
4579,2008-07-15 19:00:00,2089,3454,3614,2967,2060
4580,2008-07-15 20:00:00,1694,1957,2243,1640,1235
4581,2008-07-15 21:00:00,1238,1639,2006,1230,762
4582,2008-07-15 22:00:00,1216,2338,1355,260,416
4583,2008-07-15 23:00:00,1088,1162,732,50,260
4584,2008-07-16 00:00:00,381,652,392,21,149
4585,2008-07-16 01:00:00,135,388,426,9,77
4586,2008-07-16 02:00:00,126,162,411,29,72
4587,2008-07-16 03:00:00,87,161,138,56,57
