Date and Time,OConnell St Outside Pennys ,OConnell St Outside Clerys ,Mary Street,Capel Street,Aston Quay,Grafton Street at CompuB,Talbot Street North,Doilier Street Burgh Quay,Dawson Street Replacement,Dame Street,Talbot Street South,OConnell St Parnell St at AIB,Grafton Street - Nassau Street - Suffolk Street,College Green Bank Of Ireland,Henry Street,Westmoreland Street East,Dawson Street,Liffey Street,Westmoreland Street West,Grafton Street,Bachelors Walk,College Green at Church Lane,College Green - Dame St Side
02/08/2020 05:00,17,14,,6,38,30,159,29,2,13,4,14,5,87,398,18,,4,13,,2,16,10
02/08/2020 06:00,53,50,,5,15,40,195,44,1,30,45,33,16,71,388,16,,10,75,,4,20,13
02/08/2020 07:00,81,96,,13,118,165,1112,92,5,51,26,31,19,97,629,25,,29,109,,9,48,40
02/08/2020 08:00,125,145,,33,156,669,2818,186,11,89,33,93,45,143,381,83,,37,317,,24,88,69
02/08/2020 09:00,296,222,,68,430,721,2990,268,21,126,59,173,45,161,1334,59,,132,294,,24,122,98
02/08/2020 10:00,572,350,,180,606,832,2744,562,44,204,55,287,103,212,2754,99,,280,446,,17,177,202
02/08/2020 11:00,855,523,,209,575,1164,3668,606,68,287,123,470,155,309,3826,162,,348,614,,32,277,290
02/08/2020 12:00,1293,640,,316,389,1489,3895,703,76,394,71,558,237,360,3448,202,,525,859,,62,398,373
02/08/2020 13:00,1473,751,,296,643,2419,2176,602,105,504,103,697,340,524,3740,290,,754,1030,,118,517,419
02/08/2020 14:00,1778,804,,316,855,1922,2668,821,64,751,97,671,339,600,4135,278,,902,1415,,154,559,421
02/08/2020 15:00,1890,811,,275,586,2194,2656,817,79,568,74,787,383,594,4184,267,,845,1279,,65,562,470
02/08/2020 16:00,1763,739,,224,775,2332,2092,785,96,650,82,722,298,569,3735,227,,815,1397,,35,531,404
02/08/2020 17:00,1417,690,,236,702,2073,3299,630,64,487,67,725,268,512,3869,246,,678,1285,,55,423,361
02/08/2020 18:00,1144,732,,256,928,1843,2148,850,71,413,111,651,205,555,2797,181,,512,1157,,68,451,314
02/08/2020 19:00,725,648,,227,1034,1871,2270,763,49,331,73,553,167,448,2285,134,,301,1014,,62,392,281
02/08/2020 20:00,491,475,,145,734,1153,3104,841,73,231,112,438,68,363,1358,100,,260,655,,70,250,181
02/08/2020 21:00,302,396,,110,376,1133,4045,778,54,199,98,331,64,299,1265,110,,133,539,,46,224,131
02/08/2020 22:00,260,313,,80,447,1076,4643,587,46,194,101,183,51,323,922,95,,84,634,,35,217,114
02/08/2020 23:00,185,215,,87,285,848,2539,496,60,138,70,154,34,346,700,84,,97,489,,52,155,78
03/08/2020 00:00,119,101,,39,200,315,1981,414,19,65,41,95,22,258,356,20,,54,201,,52,85,41
03/08/2020 01:00,74,38,,21,178,155,1230,116,16,34,21,75,4,261,307,15,,22,203,,21,30,6
03/08/2020 02:00,31,23,,10,191,58,1088,69,13,24,28,23,5,149,589,16,,12,44,,6,18,2
03/08/2020 03:00,29,26,,6,32,23,316,23,4,22,10,25,3,69,255,3,,4,51,,11,8,9
03/08/2020 04:00,14,12,,6,13,12,123,29,5,14,11,14,6,45,97,1,,6,17,,4,6,8
03/08/2020 05:00,14,14,,18,19,30,128,24,0,10,9,15,10,45,228,5,,2,20,,1,14,7
03/08/2020 06:00,57,70,,13,133,45,394,105,7,33,87,49,12,66,199,19,,6,68,,41,33,28
03/08/2020 07:00,81,121,,41,123,223,465,142,5,44,28,51,45,104,284,26,,17,182,,3,73,62
03/08/2020 08:00,163,202,,34,201,506,620,357,14,154,34,90,42,115,748,47,,79,511,,21,98,69
03/08/2020 09:00,318,275,,69,499,654,1375,402,77,130,122,173,59,157,1067,87,,167,353,,63,120,112
03/08/2020 10:00,632,391,,130,698,982,2844,571,105,164,79,325,89,204,1697,116,,244,430,,35,180,212
03/08/2020 11:00,902,583,,200,625,1429,2000,698,112,337,70,538,173,282,2935,175,,423,749,,54,243,262
03/08/2020 12:00,1244,668,,274,339,1798,3562,728,117,460,104,683,183,385,3276,207,,701,835,,73,413,259
03/08/2020 13:00,1477,877,,282,522,2339,1974,655,127,541,81,716,281,446,3770,228,,999,999,,56,465,398
03/08/2020 14:00,1614,800,,382,856,2073,1995,575,113,647,204,694,332,462,4329,290,,1129,1042,,57,604,466
03/08/2020 15:00,1855,795,,292,999,1973,1983,1022,138,618,117,732,354,550,3694,267,,1441,1311,,56,607,419
03/08/2020 16:00,1600,773,,244,801,1939,1079,801,136,531,124,797,307,526,3772,235,,1479,1181,,65,503,407
03/08/2020 17:00,1417,768,,264,661,1754,648,973,106,449,68,644,225,472,2682,204,,1360,1160,,55,526,374
03/08/2020 18:00,1173,757,,296,573,1264,776,788,117,360,74,625,196,417,2904,205,,496,1070,,65,512,264
03/08/2020 19:00,850,662,,219,677,1123,1631,778,129,293,82,605,145,401,2072,142,,256,815,,36,356,262
03/08/2020 20:00,612,481,,167,727,1095,1400,561,112,207,74,409,83,361,1239,107,,177,683,,46,262,158
03/08/2020 21:00,402,424,,144,496,763,1499,588,54,173,73,358,61,349,1123,76,,291,808,,64,202,98
03/08/2020 22:00,305,307,,78,518,598,1955,670,112,159,79,188,51,335,804,73,,70,714,,74,184,102
03/08/2020 23:00,167,161,,62,424,792,1544,369,107,77,50,102,43,338,446,44,,50,378,,29,133,58
04/08/2020 00:00,82,80,,62,368,563,1235,176,26,39,25,81,10,190,212,18,,25,120,,19,23,23
04/08/2020 01:00,43,27,,27,65,551,499,194,6,29,196,24,4,63,124,11,,6,79,,3,26,10
04/08/2020 02:00,23,13,,10,110,16,265,62,9,13,11,16,5,41,94,3,,6,16,,7,1,5
04/08/2020 03:00,6,12,,1,19,10,100,44,6,12,6,10,0,31,239,4,,5,19,,1,8,2
04/08/2020 04:00,18,14,,3,24,12,186,8,6,11,1,9,2,7,119,1,,3,7,,0,3,5
04/08/2020 05:00,36,54,,11,42,67,373,28,53,21,2,27,10,35,180,14,,3,45,,8,25,27
04/08/2020 06:00,184,291,,38,268,654,390,320,66,128,19,104,76,226,595,65,,31,371,,19,137,141
04/08/2020 07:00,265,360,,57,540,1308,636,368,22,199,86,159,112,353,1195,96,,58,387,,33,212,244
04/08/2020 08:00,395,487,,75,458,1656,544,665,1,242,155,256,236,439,1135,149,,105,571,,87,338,424
04/08/2020 09:00,785,540,,107,693,1175,1789,418,2,277,31,340,200,379,2670,128,,222,559,,33,277,336
04/08/2020 10:00,1040,749,,199,368,1007,2236,520,39,291,30,570,203,309,2702,203,,451,705,,31,333,336
04/08/2020 11:00,1407,817,,210,322,1365,1344,551,23,363,57,678,227,311,1346,222,,759,818,,39,362,342
04/08/2020 12:00,1720,988,,297,539,2101,1036,835,101,573,49,855,340,353,3393,231,,668,862,,19,546,445
04/08/2020 13:00,2036,1096,,404,854,2378,4068,683,62,581,36,920,358,353,4495,289,,736,1094,,107,654,546
04/08/2020 14:00,2082,987,,271,780,2180,4071,656,226,746,33,945,336,494,3840,257,,828,1229,,265,605,479
04/08/2020 15:00,2071,1063,,104,688,1801,1793,679,282,765,42,813,359,599,4101,347,,847,1375,,307,671,469
04/08/2020 16:00,2147,1066,,93,1061,1222,1233,758,277,779,54,922,349,662,4230,358,,756,1269,,165,660,591
04/08/2020 17:00,2060,1084,,230,772,1406,1610,673,285,678,33,932,260,545,3923,362,,700,1471,,62,651,556
04/08/2020 18:00,1525,811,,323,838,1870,2196,563,255,513,108,878,248,578,3950,172,,635,1129,,83,547,386
04/08/2020 19:00,1086,586,,179,719,1172,1452,597,147,291,96,753,149,442,2859,93,,293,955,,56,365,231
04/08/2020 20:00,693,605,,177,585,1188,1550,519,84,279,70,621,106,332,1946,86,,240,826,,41,319,199
04/08/2020 21:00,464,393,,219,532,992,1349,438,96,244,74,425,66,310,1018,61,,185,601,,75,233,118
04/08/2020 22:00,376,322,,104,550,721,2572,541,71,151,58,211,42,302,769,62,,95,659,,29,189,99
04/08/2020 23:00,204,186,,90,416,322,2193,320,70,95,61,136,25,255,618,38,,54,302,,13,113,55
05/08/2020 00:00,80,94,,32,141,79,1862,115,35,53,33,62,16,158,179,22,,42,86,,4,21,18
05/08/2020 01:00,57,23,,5,94,60,1183,58,10,23,15,33,1,89,46,6,,17,39,,1,19,17
05/08/2020 02:00,35,36,,5,113,68,157,75,12,17,12,8,6,71,65,1,,7,27,,1,13,7
05/08/2020 03:00,17,10,,12,5,6,223,10,9,15,4,21,2,39,19,3,,2,19,,2,9,3
05/08/2020 04:00,14,11,,3,3,163,160,7,9,14,7,4,5,41,130,1,,5,18,,0,2,6
05/08/2020 05:00,64,63,,4,35,120,83,36,21,34,5,23,17,73,200,20,,8,71,,15,28,38
05/08/2020 06:00,222,291,,57,723,711,313,252,93,139,36,99,76,265,662,57,,159,214,,38,135,145
05/08/2020 07:00,296,396,,58,559,1173,831,391,112,233,141,171,110,343,706,85,,208,343,,42,221,235
05/08/2020 08:00,512,523,,66,326,1509,1244,459,75,252,177,267,225,409,1243,154,,576,524,,50,329,437
05/08/2020 09:00,689,473,,89,465,1135,1235,346,50,231,48,330,199,352,1915,106,,293,418,,29,256,349
05/08/2020 10:00,854,626,,139,490,1389,1880,489,25,303,37,457,173,320,2245,129,,275,511,,62,278,285
05/08/2020 11:00,1181,714,,201,569,1569,1965,591,173,384,38,600,209,382,3004,164,,385,791,,51,426,335
05/08/2020 12:00,1508,852,,229,320,2224,1731,691,52,445,46,678,263,410,2774,230,,487,894,,86,495,443
05/08/2020 13:00,1641,867,,275,638,2242,2774,770,180,556,38,731,298,393,3417,265,,702,1194,,83,560,462
05/08/2020 14:00,1705,797,,280,788,2248,2467,677,99,575,38,799,346,446,3861,264,,1038,1118,,64,590,456
05/08/2020 15:00,1862,755,,77,765,2259,1790,671,250,647,33,889,346,553,3783,229,,1402,1061,,120,565,469
05/08/2020 16:00,1728,749,,128,516,2524,2479,841,118,636,27,951,397,535,3126,139,,3090,902,,60,519,535
05/08/2020 17:00,1722,912,,210,1058,2805,2899,979,35,596,74,940,385,575,3183,202,,1980,1112,,150,560,586
05/08/2020 18:00,1327,854,,255,838,2455,3065,908,108,484,116,851,258,522,2791,192,,749,984,,115,573,438
05/08/2020 19:00,990,651,,214,579,1422,2006,716,148,347,116,660,207,510,1820,200,,405,931,,67,383,300
05/08/2020 20:00,698,568,,173,1026,1328,2417,719,138,304,62,538,131,452,1739,157,,320,1082,,51,348,231
05/08/2020 21:00,494,387,,177,693,1085,2111,615,140,251,67,345,100,418,844,110,,133,840,,47,263,161
05/08/2020 22:00,327,309,,137,510,833,1668,564,106,195,77,225,74,347,1218,97,,106,734,,82,194,111
05/08/2020 23:00,217,203,,45,621,467,3783,488,95,124,74,138,39,400,495,43,,52,557,,61,131,98
06/08/2020 00:00,69,114,,21,253,99,1462,144,57,51,36,84,19,276,249,22,,37,225,,16,51,37
06/08/2020 01:00,46,30,,14,120,46,1029,60,22,28,19,34,3,123,109,11,,14,138,,12,15,8
06/08/2020 02:00,33,31,,12,167,36,1563,73,9,25,11,19,4,88,623,16,,13,56,,0,10,10
06/08/2020 03:00,9,11,,5,22,30,310,39,3,6,7,7,0,50,63,3,,2,16,,2,6,2
06/08/2020 04:00,1,20,,11,21,26,688,50,7,15,1,9,4,43,108,5,,2,15,,0,13,9
06/08/2020 05:00,57,66,,7,64,159,276,34,26,36,42,20,15,84,191,17,,4,56,,1,16,38
06/08/2020 06:00,159,273,,26,606,722,704,313,90,129,58,105,67,313,727,42,,36,361,,44,130,134
06/08/2020 07:00,331,355,,69,510,1072,1145,571,125,224,114,184,107,430,732,91,,82,666,,55,207,225
06/08/2020 08:00,612,581,,119,770,1327,1878,541,215,287,145,266,216,478,1246,151,,268,730,,31,310,462
06/08/2020 09:00,870,544,,127,792,1018,960,528,0,263,59,379,173,361,1785,154,,255,714,,27,347,355
06/08/2020 10:00,1161,794,,216,530,1069,1725,725,0,300,21,572,234,316,2860,210,,454,660,,35,366,352
06/08/2020 11:00,1419,906,,244,727,1303,2098,676,155,504,42,774,255,348,2845,231,,571,989,,83,450,391
06/08/2020 12:00,1801,967,,335,767,2329,2249,669,48,589,50,815,319,506,3534,302,,649,1345,,362,558,457
06/08/2020 13:00,1933,1027,,353,883,2300,2682,723,100,745,34,918,395,572,3809,306,,759,1245,,265,577,560
06/08/2020 14:00,2153,838,,297,627,2551,3461,734,112,740,68,1003,374,558,4150,313,,888,1152,,159,552,512
06/08/2020 15:00,2130,925,,130,720,2629,2544,806,260,805,54,891,356,652,4202,258,,912,1098,,294,570,505
06/08/2020 16:00,2147,881,,233,703,1728,2834,758,199,688,35,979,382,679,3453,244,,937,1252,,101,665,599
06/08/2020 17:00,2095,913,,251,589,2458,4048,861,200,700,57,971,441,651,3689,267,,1317,1253,,82,640,658
06/08/2020 18:00,1549,856,,301,832,2563,3419,784,144,552,227,834,332,557,3643,236,,3257,1367,,88,644,537
06/08/2020 19:00,1178,672,,233,677,1983,3425,683,44,372,99,712,202,510,2706,180,,1644,976,,40,436,374
06/08/2020 20:00,920,633,,196,633,1566,2638,882,4,340,80,608,158,428,2240,180,,328,732,,36,373,274
06/08/2020 21:00,566,428,,138,607,1028,1849,822,72,267,92,399,94,364,1614,141,,230,865,,65,279,209
06/08/2020 22:00,435,326,,112,487,1061,2320,830,170,183,57,249,75,334,831,116,,139,572,,66,238,133
06/08/2020 23:00,293,247,,58,503,405,1244,655,106,127,53,177,57,355,498,73,,73,394,,31,190,101
07/08/2020 00:00,121,93,,55,529,115,1559,370,82,44,19,86,4,209,230,37,,51,200,,10,49,29
07/08/2020 01:00,65,43,,16,75,56,888,1038,48,25,76,43,11,133,331,7,,211,143,,2,25,19
07/08/2020 02:00,49,25,,22,225,34,371,59,27,15,71,18,11,93,114,3,,145,75,,3,15,4
07/08/2020 03:00,21,13,,11,45,19,216,23,11,14,76,14,2,72,40,3,,10,21,,6,6,7
07/08/2020 04:00,11,11,,8,10,12,133,28,5,12,66,15,2,57,39,1,,6,18,,24,9,13
07/08/2020 05:00,63,71,,6,65,93,175,46,41,35,109,28,12,82,157,23,,10,54,,9,15,28
07/08/2020 06:00,208,324,,32,202,820,286,458,57,147,83,113,84,266,654,58,,47,294,,11,151,155
07/08/2020 07:00,327,335,,53,507,941,785,482,1,251,91,192,87,323,795,66,,98,385,,34,185,223
07/08/2020 08:00,481,486,,85,626,1310,1954,569,45,248,186,262,166,425,1246,133,,102,445,,45,311,364
07/08/2020 09:00,688,490,,100,803,969,2823,549,164,263,24,302,169,366,1384,139,,242,578,,40,300,334
07/08/2020 10:00,970,725,,166,625,1209,2542,741,166,340,59,550,159,345,1846,176,,307,747,,29,333,311
07/08/2020 11:00,1407,792,,198,617,1147,2206,601,205,414,14,643,221,323,2453,207,,535,914,,37,420,361
07/08/2020 12:00,1739,978,,337,727,1648,1812,674,139,658,40,771,324,452,2904,280,,693,1380,,394,555,487
07/08/2020 13:00,1902,926,,321,757,1622,2828,713,121,633,39,862,398,555,3439,318,,728,1347,,522,634,602
07/08/2020 14:00,2002,934,,167,1069,2107,2581,656,118,736,29,898,346,648,3801,358,,629,933,,558,655,492
07/08/2020 15:00,2216,1091,,134,1005,2101,1624,781,260,747,41,939,411,695,3721,358,,696,1132,,513,725,559
07/08/2020 16:00,2247,1123,,123,1258,2225,2336,678,371,812,30,910,270,771,3895,370,,906,1293,,429,661,536
07/08/2020 17:00,2068,872,,110,756,2607,2455,768,289,803,53,879,276,836,3368,260,,1152,1268,,227,692,698
07/08/2020 18:00,1526,898,,195,1096,2151,1501,848,70,629,89,863,217,687,2999,197,,773,1287,,98,594,488
07/08/2020 19:00,1212,819,,185,872,1863,1235,929,159,476,111,776,178,567,2389,177,,465,1105,,39,473,407
07/08/2020 20:00,837,676,,159,814,1960,1195,711,177,348,79,568,159,452,1837,164,,302,983,,30,377,315
07/08/2020 21:00,652,505,,146,1034,2095,265,515,164,346,89,430,96,417,2029,136,,172,825,,62,340,196
07/08/2020 22:00,490,420,,100,815,1202,535,529,137,232,82,323,95,441,915,129,,110,867,,31,271,161
07/08/2020 23:00,410,264,,67,410,1001,457,498,165,193,44,240,66,469,724,158,,92,609,,26,237,140
08/08/2020 00:00,177,180,,69,272,511,137,347,108,106,29,277,41,369,301,59,,45,317,,33,121,66
08/08/2020 01:00,79,77,,21,169,545,67,479,61,42,30,60,6,312,95,28,,51,158,,31,65,27
08/08/2020 02:00,70,50,,12,89,122,30,140,22,55,125,28,2,98,82,17,,44,86,,7,18,13
08/08/2020 03:00,15,33,,7,189,62,249,12,9,17,329,7,6,102,41,9,,16,38,,10,25,6
08/08/2020 04:00,24,26,,10,32,28,22,43,8,24,225,24,3,72,101,6,,7,48,,2,8,8
08/08/2020 05:00,30,24,,3,65,92,56,38,15,27,94,26,9,88,232,9,,7,25,,0,25,23
08/08/2020 06:00,92,125,,21,235,232,137,87,47,61,26,74,19,143,400,27,,25,156,,10,98,50
08/08/2020 07:00,179,185,,27,291,580,133,334,70,121,91,69,42,255,442,69,,55,359,,26,107,106
08/08/2020 08:00,372,258,,48,439,978,338,307,149,216,55,189,57,257,795,89,,138,374,,33,153,152
08/08/2020 09:00,763,375,,99,673,941,531,477,151,199,15,247,92,273,1749,103,,537,588,,27,227,225
08/08/2020 10:00,1034,593,,221,814,1503,1115,630,236,343,13,491,156,349,2129,151,,858,800,,62,305,342
08/08/2020 11:00,1422,799,,350,844,1521,1026,588,227,486,52,641,229,490,3211,251,,859,1293,,459,440,439
08/08/2020 12:00,1714,953,,385,1080,1840,1026,779,307,616,31,777,295,595,3128,287,,973,1504,,613,564,575
08/08/2020 13:00,1882,1106,,423,1000,2734,1942,762,301,877,48,855,417,622,2844,320,,1093,1670,,588,711,647
08/08/2020 14:00,1787,1063,,315,1016,2563,1230,862,274,781,41,871,404,757,3932,338,,1062,1183,,602,669,550
08/08/2020 15:00,2118,1108,,264,992,2510,1187,899,312,811,69,911,472,858,4330,458,,880,1622,,687,752,642
08/08/2020 16:00,2041,1118,,236,1087,2521,1148,984,321,854,52,894,416,788,3868,453,,804,1618,,445,775,671
08/08/2020 17:00,1878,1023,,229,1075,2991,1247,869,187,802,70,980,310,805,4188,462,,748,1615,,185,771,597
08/08/2020 18:00,1499,946,,264,901,2406,765,865,109,615,71,879,218,671,4333,306,,631,1622,,131,674,435
08/08/2020 19:00,1181,745,,331,781,2205,1007,915,58,539,85,799,188,624,2870,192,,363,1391,,78,551,372
08/08/2020 20:00,771,740,,297,746,2229,933,922,65,470,53,653,109,547,2707,202,,294,1310,,47,456,290
08/08/2020 21:00,620,555,,171,762,2636,819,962,87,314,79,444,88,475,1201,150,,192,1217,,34,355,198
08/08/2020 22:00,451,457,,98,690,2145,902,854,158,250,56,282,71,455,1059,145,,522,1073,,54,283,142
08/08/2020 23:00,420,401,,125,628,1704,585,584,119,185,64,246,54,501,1091,125,,301,814,,32,280,137
09/08/2020 00:00,195,238,,195,282,627,166,503,93,108,44,148,42,390,206,59,,53,623,,9,94,58
09/08/2020 01:00,105,64,,188,331,1168,60,652,76,60,12,72,13,379,245,18,,42,324,,20,71,35
09/08/2020 02:00,74,42,,24,84,1259,49,172,47,30,11,48,6,284,49,15,,16,257,,13,27,14
09/08/2020 03:00,26,21,,10,56,59,33,41,16,27,9,27,2,127,201,7,,7,51,,5,19,7
09/08/2020 04:00,19,13,,20,44,38,28,28,10,13,4,28,5,46,61,4,,19,54,,0,4,7
09/08/2020 05:00,23,18,,16,19,17,20,21,5,7,2,27,7,58,58,6,,4,31,,0,12,8
09/08/2020 06:00,50,43,,19,38,215,43,51,2,24,4,45,15,67,72,15,,3,85,,5,45,23
09/08/2020 07:00,74,102,,41,222,283,122,77,21,33,16,45,25,62,131,29,,22,103,,1,44,29
09/08/2020 08:00,120,146,,47,656,344,98,197,29,53,16,70,43,116,520,40,,51,258,,6,103,59
09/08/2020 09:00,287,226,,62,306,469,244,497,22,124,59,170,57,158,850,81,,74,329,,10,119,121
09/08/2020 10:00,487,346,,118,396,684,407,742,31,140,53,360,83,203,1784,102,,155,448,,28,212,180
09/08/2020 11:00,836,521,,187,566,796,802,651,43,244,75,433,166,284,2540,154,,355,868,,23,260,341
09/08/2020 12:00,1185,674,,264,587,1227,1102,809,151,349,70,656,174,411,2891,204,,251,836,,28,375,325
09/08/2020 13:00,1387,693,,351,404,1704,702,734,144,478,57,678,232,475,3476,216,,255,878,,30,436,369
09/08/2020 14:00,1473,776,,301,629,2185,1251,1040,167,482,53,685,257,510,3752,235,,367,1193,,33,441,378
09/08/2020 15:00,1544,821,,302,675,1840,1360,958,98,585,81,680,259,502,4390,213,,691,1233,,48,481,406
09/08/2020 16:00,1518,849,,313,716,2531,1149,970,76,515,74,716,253,486,3681,261,,734,1376,,71,482,392
09/08/2020 17:00,1370,818,,281,704,2125,1392,845,76,471,71,674,215,477,3080,199,,600,1277,,59,467,352
09/08/2020 18:00,1075,782,,241,890,1813,1101,898,47,436,54,695,196,457,2396,172,,448,1173,,60,425,295
09/08/2020 19:00,824,665,,240,656,1767,1491,858,33,313,64,533,149,377,1932,170,,264,1080,,64,353,285
09/08/2020 20:00,574,435,,162,792,1454,1448,816,60,192,65,499,111,377,1725,136,,167,929,,100,271,174
09/08/2020 21:00,473,460,,134,574,1057,704,1070,73,192,69,324,84,358,905,112,,89,700,,30,247,113
09/08/2020 22:00,357,347,,84,752,1341,326,627,107,167,50,193,68,333,599,82,,84,527,,56,240,94
09/08/2020 23:00,184,207,,39,433,986,377,652,86,109,45,128,37,370,433,67,,38,356,,47,97,49
10/08/2020 00:00,90,61,,18,144,1107,133,578,29,49,21,76,9,220,123,29,,45,282,,8,35,22
10/08/2020 01:00,34,24,,14,28,806,100,630,14,32,15,31,2,119,62,19,,6,127,,10,19,5
10/08/2020 02:00,29,32,,4,20,977,93,53,12,15,13,5,4,56,148,6,,5,66,,1,7,6
10/08/2020 03:00,12,20,,7,28,656,12,68,7,4,20,24,4,57,26,4,,8,21,,0,4,2
10/08/2020 04:00,15,9,,4,17,10,158,28,11,9,0,26,5,56,96,3,,1,7,,1,10,10
10/08/2020 05:00,50,55,,22,31,133,86,32,18,32,18,28,14,66,98,19,,4,42,,6,37,31
10/08/2020 06:00,192,291,,27,486,630,378,324,112,134,56,95,92,255,513,67,,32,342,,17,139,158
10/08/2020 07:00,278,350,,54,504,1188,361,459,55,231,150,175,118,344,697,83,,60,448,,40,231,220
10/08/2020 08:00,457,485,,70,598,1762,608,660,60,86,133,265,198,401,1237,167,,113,572,,59,331,400
10/08/2020 09:00,659,545,,98,547,1209,918,499,51,2,36,324,197,322,1504,150,,648,553,,32,273,356
10/08/2020 10:00,821,614,,162,805,1187,1614,526,31,142,18,507,185,318,2111,137,,781,606,,43,336,313
10/08/2020 11:00,1202,792,,199,719,1073,1141,777,55,218,64,660,237,336,2938,217,,710,852,,47,396,344
10/08/2020 12:00,1395,855,,288,806,1972,1362,1019,42,212,42,680,260,377,3300,213,,924,992,,65,475,408
10/08/2020 13:00,1596,1004,,358,866,2367,2530,1040,65,283,72,799,333,426,3708,272,,986,1204,,132,562,472
10/08/2020 14:00,1312,804,,248,678,1850,1003,1078,34,14,59,767,233,345,3442,219,,969,980,,150,485,366
10/08/2020 15:00,1160,711,,215,615,1931,1252,950,24,189,26,733,195,318,3388,179,,671,1064,,216,479,329
10/08/2020 16:00,1283,854,,259,594,2023,1277,1166,61,171,35,742,271,372,3917,251,,699,1189,,102,520,409
10/08/2020 17:00,1441,891,,345,756,2294,1482,1081,65,0,36,774,338,540,3595,413,,641,1331,,178,574,515
10/08/2020 18:00,1056,795,,270,719,1737,1977,945,83,0,124,734,241,570,3357,251,,450,1044,,98,486,370
10/08/2020 19:00,872,607,,228,730,1361,1182,851,122,0,84,596,160,465,1946,178,,308,721,,157,342,241
10/08/2020 20:00,583,513,,180,883,972,833,711,31,0,54,478,122,376,1382,140,,237,826,,97,278,177
10/08/2020 21:00,420,329,,152,561,1619,391,945,6,0,52,278,75,317,941,90,,114,535,,190,222,112
10/08/2020 22:00,277,261,,110,375,1903,870,708,84,0,74,159,49,373,471,115,,60,372,,61,174,91
10/08/2020 23:00,206,218,,46,321,1751,865,398,72,0,71,125,31,319,307,54,,71,282,,39,86,52
11/08/2020 00:00,77,55,,42,390,1300,74,205,38,0,28,64,8,184,235,27,,51,83,,5,21,16
11/08/2020 01:00,40,23,,28,149,1162,89,135,10,0,55,35,5,67,341,7,,22,63,,2,22,9
11/08/2020 02:00,29,21,,8,25,139,103,168,18,0,19,11,5,65,126,4,,3,21,,1,9,4
11/08/2020 03:00,16,5,,3,65,282,225,58,2,0,13,10,4,43,143,4,,4,9,,29,4,7
11/08/2020 04:00,12,11,,3,32,90,119,82,4,0,20,5,3,45,162,0,,1,18,,11,8,9
11/08/2020 05:00,44,59,,10,33,88,50,99,18,0,56,30,11,64,262,16,,5,55,,7,16,30
11/08/2020 06:00,194,300,,34,360,800,212,347,126,0,88,89,94,279,570,69,,39,316,,31,140,145
11/08/2020 07:00,316,350,,63,442,1455,268,534,121,90,95,175,141,319,946,113,,58,390,,45,246,252
11/08/2020 08:00,498,482,,73,591,1785,688,695,158,110,189,300,216,408,1615,160,,119,600,,61,335,416
11/08/2020 09:00,702,495,,108,627,1676,1125,585,149,192,37,273,197,354,1773,135,,310,532,,56,278,375
11/08/2020 10:00,1009,597,,152,541,1622,1284,683,42,141,34,481,200,333,1980,170,,562,632,,37,351,357
11/08/2020 11:00,1274,782,,195,521,1641,1758,827,89,241,49,640,233,339,2773,187,,526,851,,46,415,385
11/08/2020 12:00,1620,912,,276,628,1875,1112,924,89,586,75,770,338,409,2803,257,,591,988,,141,530,471
11/08/2020 13:00,1867,955,,346,861,2588,1864,619,126,475,39,779,412,395,3922,317,,698,1159,,102,631,516
11/08/2020 14:00,1960,1021,,357,706,2487,1267,725,127,186,42,896,320,493,4154,381,,701,1176,,100,650,499
11/08/2020 15:00,1931,1025,,355,696,2800,1510,879,136,519,43,860,364,545,4051,358,,721,1293,,122,613,457
11/08/2020 16:00,1933,963,,417,823,2720,985,827,208,510,48,854,396,530,3901,326,,676,1353,,134,651,524
11/08/2020 17:00,1752,1127,,325,909,3002,1127,932,126,50,46,859,467,538,3846,367,,1214,1404,,184,644,632
11/08/2020 18:00,1446,870,,346,936,2667,1096,858,204,5,80,849,326,486,3256,336,,591,1165,,131,566,495
11/08/2020 19:00,659,709,,215,1044,1578,1128,650,127,5,114,744,207,437,2114,216,,383,812,,77,443,360
11/08/2020 20:00,728,543,,175,944,1243,513,874,140,3,59,586,135,403,1452,169,,212,713,,62,344,222
11/08/2020 21:00,514,411,,144,546,863,767,594,89,42,46,338,74,329,957,113,,140,636,,80,271,133
11/08/2020 22:00,448,339,,85,409,679,506,363,93,117,79,209,83,372,692,118,,108,464,,89,235,103
11/08/2020 23:00,238,200,,77,563,703,367,301,81,0,85,146,30,364,263,83,,61,443,,36,163,65
12/08/2020 00:00,77,59,,38,252,731,151,139,46,0,14,49,11,154,112,18,,9,76,,4,26,18
12/08/2020 01:00,49,31,,9,40,409,119,57,13,0,11,28,8,113,72,5,,35,38,,3,16,12
12/08/2020 02:00,47,31,,4,26,129,68,21,8,0,9,23,4,58,52,5,,7,31,,1,9,7
12/08/2020 03:00,10,16,,2,15,13,68,46,11,0,1,14,1,45,37,6,,5,21,,1,4,0
12/08/2020 04:00,20,7,,5,19,7,49,40,10,0,1,13,4,38,109,2,,6,10,,0,8,7
12/08/2020 05:00,51,73,,9,23,70,28,52,16,0,7,24,12,69,179,21,,3,54,,8,20,39
12/08/2020 06:00,241,303,,30,367,579,161,283,45,0,55,122,84,277,628,63,,45,275,,38,126,149
12/08/2020 07:00,222,336,,57,795,1248,252,429,46,337,145,193,116,327,788,95,,75,365,,41,228,232
